,Unnamed: 0,FINAL,FRASE,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,OBJ/SUBJ
1698,1698,0,computador nada note velho usei dell latitude,,,,,,,,,,,,,objetiva
1699,1699,0,note dito vendendo aqui todas configurações detalhes inox detalhes url,,,,,,,,,,,,,objetiva
1700,1700,0,novo note dell acha url,,,,,,,,,,,,,objetiva
1701,1701,0,gente to vendendo note dell alguém interessa conhece alguém interessado,,,,,,,,,,,,,objetiva
1702,1702,0,per la prima volta resguardo le mie foto del concerto inicio sentirei le note dellessenziale allá televisão bom username manchei tropo,,,,,,,,,,,,,objetiva
1703,1703,1,dell surpreendeu suporte note funcionando beleza,,,,,,,,,,,,,subjetiva
1704,1704,-1,vou chamar técnico dell porque tela note pintinha ave maria comprei logo dell porque pensei dar problema,,,,,,,,,,,,,subjetiva
1705,1705,0,username note novíssimo dell desligar pode dar problema,,,,,,,,,,,,,objetiva
1706,1706,0,username bom dia imagem fábrica vem note funcionando preciso dvd imagem fábrica conta dell,,,,,,,,,,,,,objetiva
1707,1707,-1,note antigo hp aqui uns number anos ainda funciona beleza lento aí dell apronta dessas,,,,,,,,,,,,,subjetiva
1708,1708,1,note novo amor desapegar antigo hashtag hashtag,,,,,,,,,,,,,subjetiva
1709,1709,0,problemas bateria note dell confira dicas url,,,,,,,,,,,,,objetiva
1710,1710,0,pode perder super dicas melhorar vida útil bateria note dell url,,,,,,,,,,,,,objetiva
1711,1711,-1,confirmando hashtag nunca hashtag note url,,,,,,,,,,,,,subjetiva
1712,1712,-1,username pior celular android note username menos number ano uso odeio tanto todo dia,,,,,,,,,,,,,subjetiva
1713,1713,0,onde tava cabeça comprar note ostentação dell vou vender rim pagar,,,,,,,,,,,,,objetiva
1714,1714,0,gostando primeiras impressões windows number interface suave ícones menos complexos parece toda leve note dell,,,,,,,,,,,,,objetiva
1715,1715,1,note começando frango traves vida olha dell marca maravilha todo vivente indicou comprei,,,,,,,,,,,,,subjetiva
1716,1716,-1,acho próxima vez comprar note cruzo fronteira compro dell bagunça,,,,,,,,,,,,,subjetiva
1717,1717,-1,username username sabe fresco sempre vacila entregar note,,,,,,,,,,,,,subjetiva
1718,1718,0,username vou aproveitar engatar pedido amiga querendo note number quais marcas além acer hp dell posso indicar,,,,,,,,,,,,,objetiva
1719,1719,1,último note dell red,,,,,,,,,,,,,subjetiva
1720,1720,-1,note number meses 4gb memória suporta number firefox number planilhas vou trabalhar dessa forma username username username,,,,,,,,,,,,,subjetiva
1721,1721,-1,descaso total username username username comigo paguei note vista ainda solicitei assistência residencial nunca vieram,,,,,,,,,,,,,subjetiva
1722,1722,-1,username hara desculpe incomodalo note dell após atualizar windows number simplesmente liga modelo inspiron number 4z,,,,,,,,,,,,,subjetiva
1723,1723,-1,vejo chupa rola dell puta pariu porque note dell vai bom ainda inspiron mal ai,,,,,,,,,,,,,subjetiva
1724,1724,-2,valeu dell liberar atualização phodeuuu note bull note tempo indeterminado to faz caralho,,,,,,,,,,,,,subjetiva
1725,1725,0,descobri fórum dell bios note tava desatualizado dai atualizei agora hashtag acho,,,,,,,,,,,,,objetiva
1726,1726,0,reparo efetuado notebook dell modelo inspiron number lcd danificado micro note book apresenta alguma url,,,,,,,,,,,,,objetiva
1727,1727,-1,atendimento porco recomendo username ninguém decepcionado precisando urgente note comprometendo trabalho poxa,,,,,,,,,,,,,subjetiva
1728,1728,0,username pode ajudar dell note,,,,,,,,,,,,,objetiva
1729,1729,0,to note dell inspiron number anos uso i5 4gb 1tb drive cadê dvd pifou funcionando bem rola vender barato,,,,,,,,,,,,,objetiva
1730,1730,0,incrível site dell cheguei conclusão vale pena investir computador ir pro note,,,,,,,,,,,,,objetiva
1731,1731,0,number dell i7 number geração sla ainda touch pai disse cara tava querendo demais note,,,,,,,,,,,,,objetiva
1732,1732,1,satisfeito note dell aqui demais username,,,,,,,,,,,,,subjetiva
1733,1733,1,achava placa video note super bosta dell roda muita coisa nele,,,,,,,,,,,,,subjetiva
1734,1734,0,comprarei note site dell desconfiada internet site dell frete grátis,,,,,,,,,,,,,objetiva
1735,1735,0,resumo atualização hashtag note dell novo deu tudo certo outro note dell number anos uso microfone parou focinhar,,,,,,,,,,,,,objetiva
1736,1736,1,username dell top ponta firme qualquer problema assistência eficiente rápida acho ótima marca note top,,,,,,,,,,,,,subjetiva
1737,1737,0,username hashtag amor chia le canta le note delliperuranio,,,,,,,,,,,,,objetiva
1738,1738,0,username username comprei tudo mercado livre nada loja montada pfv ah tipo note dell,,,,,,,,,,,,,objetiva
1739,1739,0,atualizando note windows number windows number hashtag hashtag hashtag hashtag hashtag … url,,,,,,,,,,,,,objetiva
1740,1740,0,fiz update note antigo dell tudo funcionando perfeitamente insulei suporte assist dell informa recomenda update,,,,,,,,,,,,,objetiva
1741,1741,-1,username primeiro note dell experiência boa outro acer nunca deu problema,,,,,,,,,,,,,subjetiva
1742,1742,1,to surpreso note dell monte problema driver windows number parece agora posso atualizar medo,,,,,,,,,,,,,subjetiva
1743,1743,0,username olá note username achei driver lá tenta site acer pesquisar driver áudio acer modelo note,,,,,,,,,,,,,objetiva
1744,1744,0,username voltar pro w8 number pois tava dando alguma incompatibilidade note dell deixava conectar internet,,,,,,,,,,,,,objetiva
1745,1745,0,username note dell w8 number tento atualizar w10 pede senha engano vem embutido placa oque fazer,,,,,,,,,,,,,objetiva
1746,1746,-1,alegria win10 note vejo consigo ajustar brilho tela descubro dell atualizou todos drivers fodeu,,,,,,,,,,,,,subjetiva
1747,1747,0,username amiga esqueceu note novo dell atualizou sozinho besta,,,,,,,,,,,,,objetiva
1748,1748,0,username cara note dell i5 placa gt720 8gb ram,,,,,,,,,,,,,objetiva
1749,1749,0,username pode tirar dúvida aqui note dell conectando mesa canal microfone in out caixinhas,,,,,,,,,,,,,objetiva
1750,1750,-1,username recusou prestar suporte note pois atualizei windows number chave fornecida mesmos escroto,,,,,,,,,,,,,subjetiva
1751,1751,0,username comprei note novo dell number chega terça vou upgrade certo,,,,,,,,,,,,,objetiva
1752,1752,0,dia pais chegando exigente note dell core ™ i7 number 0u 8gb 1tb tela number number ” touch url …,,,,,,,,,,,,,objetiva
1753,1753,0,hd dell estragado hoje estaria hashtag note,,,,,,,,,,,,,objetiva
1754,1754,0,username atualização feita problemas durando number horas atualização problemas incompatibilidade note dell,,,,,,,,,,,,,objetiva
1755,1755,-1,username sim dei azar acho note vive dando problema assistência dell fala incompatibilidade number,,,,,,,,,,,,,subjetiva
1756,1756,-1,conseguindo assistir séries note dell inúteis,,,,,,,,,,,,,subjetiva
1757,1757,0,alguém sabe fazer funcionar microfone externo note dell microfone conector,,,,,,,,,,,,,objetiva
1758,1758,0,cara peguei note dell i7 consertar roda hashtag computador i5 placa video url,,,,,,,,,,,,,objetiva
1759,1759,1,note resolveu ligar number anos dell amo,,,,,,,,,,,,,subjetiva
1760,1760,0,username username username onde veio extraterrrestre note sequer concertado desde saiu dell menos bem menos kkk,,,,,,,,,,,,,objetiva
1761,1761,-1,nunca vi note recém novo travar velho ainda dell,,,,,,,,,,,,,subjetiva
1762,1762,0,oferta relâmpago site dell pai ainda liberou cartão comprar note ddd,,,,,,,,,,,,,objetiva
1763,1763,-1,maldita dell deixa carregar bateria note amanhã vai luz,,,,,,,,,,,,,subjetiva
1764,1764,-1,eras dell demorar menos atualizar note eras,,,,,,,,,,,,,subjetiva
1765,1765,-1,username username note dell começou reiniciar nada problema 0xc000021a emoticon,,,,,,,,,,,,,subjetiva
1766,1766,-1,terceira vez number meses recebo visita suporte hashtag fico vez note nada resolvido obrigada username,,,,,,,,,,,,,subjetiva
1767,1767,0,bom dia saiba tudo sobre touchpad note dell url … url ver conteúdo multimídia,,,,,,,,,,,,,objetiva
1768,1768,-1,achava username boa hd 1tb inspiron number morrer vez agora compro acer próximo note,,,,,,,,,,,,,subjetiva
1769,1769,-1,note novo i7 quinta geração ssd porra webcam funciona ary beleza hein dell,,,,,,,,,,,,,subjetiva
1770,1770,-1,mary pretextou dell brasil gente confia nesse papo dell melhor suporte técnicos fizeram azorra note virar mary adicionou dell brasil username futuro empresa cal,,,,,,,,,,,,,subjetiva
1771,1771,0,mentira dell note novo porque hora morte,,,,,,,,,,,,,objetiva
1772,1772,-1,cara porque note dell quero propagandeia number number ministério computador obrigada densada,,,,,,,,,,,,,subjetiva
1773,1773,0,username prazo number dias ótimo andei vendo ai haahha dell dependendo note demora aqui,,,,,,,,,,,,,objetiva
1774,1774,0,username note dell rs,,,,,,,,,,,,,objetiva
1775,1775,0,username exceção montou máquina top época note dell number c2d number rodando liso ainda,,,,,,,,,,,,,objetiva
1776,1776,1,bom note novo dell number number massa,,,,,,,,,,,,,subjetiva
1777,1777,0,username fagner gentiliza note bom aqui url,,,,,,,,,,,,,objetiva
1778,1778,-2,ai faz testes dell erro atualiza drives reinicia note tela azul inicia emoticon ai like it,,,,,,,,,,,,,subjetiva
1779,1779,0,dell bem podia aceitar note usado parte pagamento novo,,,,,,,,,,,,,objetiva
1780,1780,0,fiz penúltimo note dell xps joguei hd baia cadê fica bom barato ssd number 0gb dá conta windows …,,,,,,,,,,,,,objetiva
1781,1781,0,jogging dellanima rosário recitado correndo url,,,,,,,,,,,,,objetiva
1782,1782,0,pois darth infelizmente mal exclusivo adutores pasme note dell pro i5 4gb ram ddr3 placa video dedicada …,,,,,,,,,,,,,objetiva
1783,1783,0,querendo comprar note dell,,,,,,,,,,,,,objetiva
1784,1784,0,username ciado so delluscita breve del note number má del note number ninguém mai sentio parlar,,,,,,,,,,,,,objetiva
1785,1785,0,isa pretextou perguntas desktop dell note semp toshiba quebrei dois isa adicionou perguntas username number marca computador,,,,,,,,,,,,,objetiva
1786,1786,0,note dell computadores acessórios jardim sabará paulo candidatese agora url url ver resumo,,,,,,,,,,,,,objetiva
1787,1787,1,dell dell sistema ventilação duplo note ultrabook dell show hashtag url,,,,,,,,,,,,,subjetiva
1788,1788,1,patrãozinho vai dar note dell i7 number gigabytes ram trabalhar,,,,,,,,,,,,,subjetiva
1789,1789,0,acaba garantia note poder desinstalar coisas dell,,,,,,,,,,,,,objetiva
1790,1790,-1,problema dell windows number hein segundo note vejo dá problema versão,,,,,,,,,,,,,subjetiva
1791,1791,1,agora faço note espaço ah pudesse username username compraria hoje inspiro number number link permanente imagem incorporada,,,,,,,,,,,,,subjetiva
1792,1792,0,username notebook ps4 comprei note pensando jogar claro dell placa vídeo dedicada 2gb,,,,,,,,,,,,,objetiva
1793,1793,0,username ei dell preciso autorizada comprei note eua number nota fiscal,,,,,,,,,,,,,objetiva
1794,1794,0,tava manjado note dell diferente fazer boot,,,,,,,,,,,,,objetiva
1795,1795,-1,ainda processando dell queria cobrar trocar tela note sério chocada,,,,,,,,,,,,,subjetiva
1796,1796,0,username dá olhadinha aqui url interessa conta mim beijo,,,,,,,,,,,,,objetiva
1797,1797,-1,dell enlouqueceu quer cobrar ar number number trocar tela note paguei ar number choro risada,,,,,,,,,,,,,subjetiva
1798,1798,1,username juntando dinheiro comprar desktop fantástico dell enquanto virar note,,,,,,,,,,,,,subjetiva
1799,1799,0,algum querido ned consertar note dell novo instalar linux ubuntu passarei sampa sp anu url,,,,,,,,,,,,,objetiva
1800,1800,0,amem hoje fiquei duvida compara note dell xbox360 ps3 ainda bem comprei ia pagar,,,,,,,,,,,,,objetiva
1801,1801,0,note bem louco vou ligar dell segunda,,,,,,,,,,,,,objetiva
1802,1802,0,computadores dell maravilhosos porém suporte falam sério arrumar note sozinha,,,,,,,,,,,,,objetiva
1803,1803,-1,dell url … link permanente imagem incorporada,,,,,,,,,,,,,subjetiva
1804,1804,0,papel parede note agora imagina cara técnico dell viu link permanente imagem incorporada,,,,,,,,,,,,,objetiva
1805,1805,0,username username note dell number aqui ainda quebra galho computador vai hospital,,,,,,,,,,,,,objetiva
1806,1806,-1,username username gostava dell possível montar computador note configurações desejadas,,,,,,,,,,,,,subjetiva
1807,1807,0,username cara vi vídeo number sobre note dell apresentava problema placa vídeo problema resolvido valeu,,,,,,,,,,,,,objetiva
1808,1808,-1,amor deus dell faz note tão ruim sós mac,,,,,,,,,,,,,subjetiva
1809,1809,-1,note dell tão ruim,,,,,,,,,,,,,subjetiva
1810,1810,0,legal chegaram notes dell hashtag,,,,,,,,,,,,,objetiva
1811,1811,0,note sony melhor notebook outro dell,,,,,,,,,,,,,objetiva
1812,1812,0,gente aí note dell precisaram trocar carregador,,,,,,,,,,,,,objetiva
1813,1813,0,quase compro note dell hd 1tera,,,,,,,,,,,,,objetiva
1814,1814,-1,note bonitinho chegou agora desgraça remover todos virus quase mandando dell,,,,,,,,,,,,,subjetiva
1815,1815,-1,username username note number anos number meses caducando praticamente uso word internet,,,,,,,,,,,,,subjetiva
1816,1816,1,username irmão note dell boa marca acho,,,,,,,,,,,,,subjetiva
1817,1817,-1,caracas note dando hashtag hashtag porque hashtag,,,,,,,,,,,,,subjetiva
1818,1818,1,rapaz note sony dá pega dell problemas acabam,,,,,,,,,,,,,subjetiva
1819,1819,0,username dell comprei note noite dell cópias preciso nota fiscal perdi email número pedido ajuda,,,,,,,,,,,,,objetiva
1820,1820,0,pensando cata outro note mim dell windows number 4gb core i7,,,,,,,,,,,,,objetiva
1821,1821,-1,burra paguei quase number reais antivírus veio note dell username serve ainda maldita listra notebook,,,,,,,,,,,,,subjetiva
1822,1822,0,preciso orientações dell garantia note help,,,,,,,,,,,,,objetiva
1823,1823,-1,alerta comprem site dell comprei note number gigabytes site dell achei site extra barato 1t link permanente imagem incorporada,,,,,,,,,,,,,subjetiva
1824,1824,-1,dá olhada nessa reclamação fiz contra dell computadores brasil username url,,,,,,,,,,,,,subjetiva
1825,1825,0,conhece rugged famoso note toda obra url,,,,,,,,,,,,,objetiva
1826,1826,-1,tentando recuperar note username difícil username url … ver resumo,,,,,,,,,,,,,subjetiva
1827,1827,0,iria pegar note hp to olho dell,,,,,,,,,,,,,objetiva
1828,1828,0,fechamos dell tomara consiga desk note trampar,,,,,,,,,,,,,objetiva
1829,1829,0,number anos comprei xps dell paguei ar number number nele hoje ver outro xps queria migrar pro note url,,,,,,,,,,,,,objetiva
1830,1830,0,marcelo abriu note concertou quis reconhecer nenhum drive dell ai emprestou espero jeito ainda,,,,,,,,,,,,,objetiva
1831,1831,0,comprei novo note gibi antigo tava meio cagado,,,,,,,,,,,,,objetiva
1832,1832,0,mentira rsrsrs mãe comprar note dell the sims number vou pedir dinheiro,,,,,,,,,,,,,objetiva
1833,1833,-1,number hora number ministério tempo fiquei telefone cara dell dar jeito nesse note ruim fato viva voz nessa,,,,,,,,,,,,,subjetiva
1834,1834,-1,username username computador dell so amor recentemente comprei note number dias tava travando resumindo procon,,,,,,,,,,,,,subjetiva
1835,1835,0,rumo dia bom fiel companheiro hashtag hashtag hashtag hashtag hashtag url,,,,,,,,,,,,,objetiva
1836,1836,-1,nada pior acordar ligar note descobrir queimou placa wifi 3 hashtag username,,,,,,,,,,,,,subjetiva
1837,1837,0,pus todos dell note toshiba mano usa note toshiba,,,,,,,,,,,,,objetiva
1838,1838,0,username note number reais dell 2gbvídeo dedicado roda quase tudo hoje dia gostaria ver artigos nessa faixa,,,,,,,,,,,,,objetiva
1839,1839,0,username username username sempre notes dell vindo,,,,,,,,,,,,,objetiva
1840,1840,-1,username dell desrespeita consumidor conclusão compro note direto dell garantia obrigado manter,,,,,,,,,,,,,subjetiva
1841,1841,1,ai mãe interrompe atualização note liga obrigado hashtag hashtag atenção obrigado cara atendeu salvaram dia,,,,,,,,,,,,,subjetiva
1842,1842,0,username dell vostro porém veio mídia windows mídia deveria acompanhar note,,,,,,,,,,,,,objetiva
1843,1843,0,le note dellamore migue cris url,,,,,,,,,,,,,objetiva
1844,1844,0,taurino dell vou ficar note resto vida preciso hashtag,,,,,,,,,,,,,objetiva
1845,1845,-1,menos vou vender finalmente note dell quero cheiro dessa marca perto mim nunca,,,,,,,,,,,,,subjetiva
1846,1846,1,saudades note dell sempre achei lenovo cara coisa vagabunda técnicos falaram boa vai tranquila cu,,,,,,,,,,,,,subjetiva
1847,1847,0,vendendo note url …,,,,,,,,,,,,,objetiva
1848,1848,0,username osso note antigo dell demora dates,,,,,,,,,,,,,objetiva
1849,1849,-1,comprei note dell pouco antes viajar férias voltei domingo agora bicho dando problemas puta pariu sabe,,,,,,,,,,,,,subjetiva
1850,1850,0,chance carregador note dell botar fogo colchão durante noite,,,,,,,,,,,,,objetiva
1851,1851,0,queria comprar note dell encontro teclado numérico gosto,,,,,,,,,,,,,objetiva
1852,1852,-1,dá olhada nessa reclamação contra dell computadores brasil username técnico anu url,,,,,,,,,,,,,subjetiva
1853,1853,0,le note dellamore migue cris url via username,,,,,,,,,,,,,objetiva
1854,1854,0,ficando cada vez cara hashtag hashtag hashtag hashtag hashtag hashtag url,,,,,,,,,,,,,objetiva
1855,1855,-1,sério dell decorar quantidade apitos retardado note,,,,,,,,,,,,,subjetiva
1856,1856,-1,ave maria bosta note travando jeito anormal porra dell assim,,,,,,,,,,,,,subjetiva
1857,1857,0,problemas carregador note separamos principais dicas url,,,,,,,,,,,,,objetiva
1858,1858,-1,recebo tanto email dell comprar outro note escolherei qualquer outra marca hashtag hashtag,,,,,,,,,,,,,subjetiva
1859,1859,-2,bom dia quis finalizar compra note ontem hoje acordou ar number caro obrigada dell emoticon,,,,,,,,,,,,,subjetiva
1860,1860,0,agora vou ficar dois note dell i7 kkk,,,,,,,,,,,,,objetiva
1861,1861,0,mesma coisa trocar dois ultrabook dell note positivo,,,,,,,,,,,,,objetiva
1862,1862,1,dell melhor empresa deu semana loco vieram baia trocar lcd note custo,,,,,,,,,,,,,subjetiva
1863,1863,0,gosto ainda note vou mexer outro tava mexendo dell reconhecido,,,,,,,,,,,,,objetiva
1864,1864,-1,simplesmente encontro site dell faço solicitei suporte porque note problema portas usb,,,,,,,,,,,,,subjetiva
1865,1865,0,vendendo note dell i7 placa vídeo 1gb ajuda aí galera emoticon url,,,,,,,,,,,,,objetiva
1866,1866,0,separamos tudo sobre bateria note dell url,,,,,,,,,,,,,objetiva
1867,1867,1,irmãozinho vou compra note dell ave fico la trampo mexendo queria tanto mim ave,,,,,,,,,,,,,subjetiva
1868,1868,-1,note dá dando umas travada monstruosa consigo atualizar hardwares site dell sós,,,,,,,,,,,,,subjetiva
1869,1869,0,gente compra note vê dell i5 menos ar number sinceramente,,,,,,,,,,,,,objetiva
1870,1870,-1,então clicar negócio note reiniciou tava fazendo algo backup dell sei lá aí foda,,,,,,,,,,,,,subjetiva
1871,1871,0,voltei dell acabou bateria note quase morri congelado lá,,,,,,,,,,,,,objetiva
1872,1872,0,liguei técnico dell hoje ficamos 2h telefone acessar note remoto youtube entrou suporte,,,,,,,,,,,,,objetiva
1873,1873,0,username dell deu outro note cliente,,,,,,,,,,,,,objetiva
1874,1874,1,dell demais note chegou,,,,,,,,,,,,,subjetiva
1875,1875,-1,dell cobrando pequena quantia ar number number trocar lcd note existem várias formas assalto realmente,,,,,,,,,,,,,subjetiva
1876,1876,-1,username última esperança comprei note office number dell mandou chave produto ainda diz resolver microsoft,,,,,,,,,,,,,subjetiva
1877,1877,-1,cuidado dell adquiri note dell office incluído mandaram chave produto ainda mandam falar microsoft,,,,,,,,,,,,,subjetiva
1878,1878,0,username boa tarde restaurei note dell veio cheio appplication uso quero saber faço instalar windows appplication,,,,,,,,,,,,,objetiva
1879,1879,1,dell latitude loco demais note bom,,,,,,,,,,,,,subjetiva
1880,1880,0,username note inspiron number agora apos number anos veio cair quebrando parte tela forma reparo oficial dell,,,,,,,,,,,,,objetiva
1881,1881,0,indo pegar novo note vamos ver quanto dell legal,,,,,,,,,,,,,objetiva
1882,1882,-1,achava dell menos pior dentre notebooks to ano quebrando cara note indo voltando assistência,,,,,,,,,,,,,subjetiva
1883,1883,0,vou começar procurar note dell porque entregando,,,,,,,,,,,,,objetiva
1884,1884,0,duração baterias todas number caiu luz wp lumia number horas number note dell inspiron number horas number ipad air ainda number,,,,,,,,,,,,,objetiva
1885,1885,0,namorando note dell,,,,,,,,,,,,,objetiva
1886,1886,0,dell pode enviar note novo porque olha impossível negócio aqui,,,,,,,,,,,,,objetiva
1887,1887,0,note 8gb placa video i5 touch dell amarrei beijos,,,,,,,,,,,,,objetiva
1888,1888,-2,gasta fortuna compre dell feliz acabar garantia pode desejar estar morta pois assim note vai ficar,,,,,,,,,,,,,subjetiva
1889,1889,-1,socorro note dell sai som embaixo designer quê,,,,,,,,,,,,,subjetiva
1890,1890,0,bom fugindo pouco hoje vai computador note vai caixa som dell alto falante portátil url,,,,,,,,,,,,,objetiva
1891,1891,0,cadê note dell,,,,,,,,,,,,,objetiva
1892,1892,0,dell pedindo reiniciar note dar atualizar quero fica quieto,,,,,,,,,,,,,objetiva
1893,1893,0,username username mercado todo desdenhou dell streak number antes galaxy note,,,,,,,,,,,,,objetiva
1894,1894,-1,dá vontade chorar percebo note novinho comprei username problemas desde number terceira fazem nada,,,,,,,,,,,,,subjetiva
1895,1895,0,le note áudio username patrimônio dellumanitá username username username username username username,,,,,,,,,,,,,objetiva
1896,1896,0,number anos note nunca deu nada bateria durou exatamente tempo garantia coincidência hp próximo note dell,,,,,,,,,,,,,objetiva
1897,1897,0,pergunta note dell funciona carregador dell,,,,,,,,,,,,,objetiva
1898,1898,1,note dell baita configuração valor,,,,,,,,,,,,,subjetiva
1899,1899,-1,gente dell demora montar note hein hashtag,,,,,,,,,,,,,subjetiva
1900,1900,1,username postscript comprei note dell fera number acho merece presente alma,,,,,,,,,,,,,subjetiva
1901,1901,0,username pesquisa direitinho sim achei fastshop kkk geralmente site dell hp etc sessão monta note,,,,,,,,,,,,,objetiva
1902,1902,1,então sei note hashtag hashtag purinho namorado fofo deu,,,,,,,,,,,,,subjetiva
1903,1903,-2,carregador note quebrou dell legal carregador funciona hashtag hashtag,,,,,,,,,,,,,subjetiva
1904,1904,1,note dell sensacional,,,,,,,,,,,,,subjetiva
1905,1905,0,separamos algumas dicas solução problemas bateria note dell confira url,,,,,,,,,,,,,objetiva
1906,1906,0,assessore conte presentada la estimaa dell ’ ambiente vegeto number url,,,,,,,,,,,,,objetiva
1907,1907,0,consigo encontrar bateria note site dell emoticon,,,,,,,,,,,,,objetiva
1908,1908,0,notebook compre dell chega deram prazo entregar dia number mau it tempo ficar note emoticon,,,,,,,,,,,,,objetiva
1909,1909,0,username olá desculpe demora dá olhadinha nessa incrível oferta url tal beijo emoticon,,,,,,,,,,,,,objetiva
1910,1910,-1,username note dell dando number bips seguidos altos todo momento funciona perfeitamente acho pode algum problema,,,,,,,,,,,,,subjetiva
1911,1911,0,preciso note email web word melhor comprar number dell number cce reserva preço,,,,,,,,,,,,,objetiva
1912,1912,0,resolvido problema comprei note dell top,,,,,,,,,,,,,objetiva
1913,1913,0,cara dell veio trocar carcaça note rachou nada dado queda ventoinhas tava problema,,,,,,,,,,,,,objetiva
1914,1914,0,gente fiz negocio note site dell sei fazendo oo alguém ajuda,,,,,,,,,,,,,objetiva
1915,1915,-1,preciso consertar note urgente dell tão chata tentar consertar capaz ferrar ainda,,,,,,,,,,,,,subjetiva
1916,1916,0,username tentei fazer backup lá funciona melhor cobram vou pagar nuvem dell gastei note,,,,,,,,,,,,,objetiva
1917,1917,0,username intenção,,,,,,,,,,,,,objetiva
1918,1918,0,irmão meio trocou celular vou herdar iphone 4s irmão caçula trocou note vou herdar dell turbinado,,,,,,,,,,,,,objetiva
1919,1919,1,gente garantia dell foda técnico veio arrumou note,,,,,,,,,,,,,subjetiva
1920,1920,0,username consegue preço melhor neste note url username consegue mim,,,,,,,,,,,,,objetiva
1921,1921,-1,bateria note dell parece pro saco,,,,,,,,,,,,,subjetiva
1922,1922,0,username username username username username habemus novo note dell rs emoticon,,,,,,,,,,,,,objetiva
1923,1923,0,dor cabeça sono bem cara dell podia ligar poder ir dormir esperar ligar terminar arrumar note,,,,,,,,,,,,,objetiva
1924,1924,1,username compra delação username destrói note games piratas chupa username paguei nada,,,,,,,,,,,,,subjetiva
1925,1925,1,note novo dell kkk tio deu doar igreja tesão acho vou desvialo haha link permanente imagem incorporada,,,,,,,,,,,,,subjetiva
1926,1926,0,quanto mouse ainda usam porta usb bluetooth resolve note dell bluetooth advinha nunca usei,,,,,,,,,,,,,objetiva
1927,1927,1,dei note acer pai fiquei dell bem melhor kkk,,,,,,,,,,,,,subjetiva
1928,1928,-1,username recomendo comprar dell certifique existe placa off chegar note,,,,,,,,,,,,,subjetiva
1929,1929,0,finalmente moleque note dell lente fish eye metade preço amo leilões,,,,,,,,,,,,,objetiva
1930,1930,-1,tava problema note consultor dell falou nada errado agora sistema sendo restaurado erro emoticon,,,,,,,,,,,,,subjetiva
1931,1931,1,atualizar bios note hashtag suave né,,,,,,,,,,,,,subjetiva
1932,1932,-1,porque note dell intel i5 tão caro ai injusto i7 então fala,,,,,,,,,,,,,subjetiva
1933,1933,0,username pensando comprar note duvida dell username aí diga porque devo comprar,,,,,,,,,,,,,objetiva
1934,1934,0,to aceitando aqui url …,,,,,,,,,,,,,objetiva
1935,1935,0,username ajuda ai notebook url … ar number number number hoje tarde comprar agora subiu preço desconto,,,,,,,,,,,,,objetiva
1936,1936,0,username ui note dell quanto tempo deu vírus rolar comigo dou mortal traz,,,,,,,,,,,,,objetiva
1937,1937,1,obrigada atendente dell consertou note prometo entrar pornô valeu falou,,,,,,,,,,,,,subjetiva
1938,1938,0,vou ver note dell conta acho,,,,,,,,,,,,,objetiva
1939,1939,-1,dell pior touchpad pior conexão fone pior processador ever raiva desse note,,,,,,,,,,,,,subjetiva
1940,1940,-2,cada vez note der erro trabalhando vou postar obrigado username dell ajuda dar infarto,,,,,,,,,,,,,subjetiva
1941,1941,-1,absolutamente irritado username devolveram note manutenção vésperas vento garantia,,,,,,,,,,,,,subjetiva
1942,1942,0,moço dell veio fazer manutenção note ficou intrigado nome registro note puzzle explicar,,,,,,,,,,,,,objetiva
1943,1943,0,comprei note dell number anos recebo ofertas note hoje,,,,,,,,,,,,,objetiva
1944,1944,0,lembrando carregador universal todos note sim hashtag,,,,,,,,,,,,,objetiva
1945,1945,0,username doa notebook furtado ano passado triste ficar note formador opinião divulgo dell sp,,,,,,,,,,,,,objetiva
1946,1946,0,compra casada magazine luiza compre notebook leve livro turminha url,,,,,,,,,,,,,objetiva
1947,1947,-2,acabei pagar baús moedas ouro note dell espero chegar venha arma junto matar logo seguida,,,,,,,,,,,,,subjetiva
1948,1948,-1,instalando note pleno hashtag hashtag hashtag hashtag hashtag link permanente imagem incorporada,,,,,,,,,,,,,subjetiva
1949,1949,1,tweet declarar amor dell novo note sensacional carismáticos rápido beijos,,,,,,,,,,,,,subjetiva
1950,1950,0,preciso help puder dá retweeet computador problema consigo abrir cam nada alguém ajuda note dell,,,,,,,,,,,,,objetiva
1951,1951,1,number meses notebook dell linux nunca vi travar outro note casa recém concertado menos mês travou 3x,,,,,,,,,,,,,subjetiva
1952,1952,0,aproveitando onda lenovo baixando ciso windows pura limpar instalação dell aqui note,,,,,,,,,,,,,objetiva
1953,1953,0,hashtag cultura dell ’ absolto musica clássica con baby bofe ’ note sul registro url,,,,,,,,,,,,,objetiva
1954,1954,-1,dell coloca number 6gb ram hd apenas number 0rpm aí note parece valvulado preciso comprar ssd urgente,,,,,,,,,,,,,subjetiva
1955,1955,1,aqui sambando cara população novo notebook dell hashtag hashtag hashtag hashtag,,,,,,,,,,,,,subjetiva
1956,1956,1,username sim emoticon poderoso queria note dell lindo melhor antigo,,,,,,,,,,,,,subjetiva
1957,1957,0,username dell note,,,,,,,,,,,,,objetiva
